"version","version2","id","severity","msg","verbose","cwe","inconclusive","file","line","column","info","Hyperlink to Finding","Hyperlink to MITRE CWE"
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_modsupport.h&quot; not found.","Include file: &quot;pycore_modsupport.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\_abc.c.h","5","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\clinic\_abc.c.h#L5"", ""\Modules\clinic\_abc.c.h#L5"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;Python.h&quot; not found.","Include file: &quot;Python.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","5","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L5"", ""\Modules\_asynciomodule.c#L5"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_freelist.h&quot; not found.","Include file: &quot;pycore_freelist.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","6","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L6"", ""\Modules\_asynciomodule.c#L6"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_genobject.h&quot; not found.","Include file: &quot;pycore_genobject.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","7","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L7"", ""\Modules\_asynciomodule.c#L7"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_llist.h&quot; not found.","Include file: &quot;pycore_llist.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","8","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L8"", ""\Modules\_asynciomodule.c#L8"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_list.h&quot; not found.","Include file: &quot;pycore_list.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","9","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L9"", ""\Modules\_asynciomodule.c#L9"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_modsupport.h&quot; not found.","Include file: &quot;pycore_modsupport.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","10","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L10"", ""\Modules\_asynciomodule.c#L10"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_moduleobject.h&quot; not found.","Include file: &quot;pycore_moduleobject.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","11","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L11"", ""\Modules\_asynciomodule.c#L11"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_object.h&quot; not found.","Include file: &quot;pycore_object.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","12","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L12"", ""\Modules\_asynciomodule.c#L12"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_pylifecycle.h&quot; not found.","Include file: &quot;pycore_pylifecycle.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","13","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L13"", ""\Modules\_asynciomodule.c#L13"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_pystate.h&quot; not found.","Include file: &quot;pycore_pystate.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","14","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L14"", ""\Modules\_asynciomodule.c#L14"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_runtime_init.h&quot; not found.","Include file: &quot;pycore_runtime_init.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","15","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L15"", ""\Modules\_asynciomodule.c#L15"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;stddef.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;stddef.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","17","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L17"", ""\Modules\_asynciomodule.c#L17"")",""
"2","2.19.0","normalCheckLevelMaxBranches","information","Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.","Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","0","","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L0"", ""\Modules\_asynciomodule.c#L0"")",""
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","647","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L647"", ""\Modules\_asynciomodule.c#L647"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","713","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L713"", ""\Modules\_asynciomodule.c#L713"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","829","13","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L829"", ""\Modules\_asynciomodule.c#L829"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","881","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L881"", ""\Modules\_asynciomodule.c#L881"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","1037","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L1037"", ""\Modules\_asynciomodule.c#L1037"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","1289","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L1289"", ""\Modules\_asynciomodule.c#L1289"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","1311","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L1311"", ""\Modules\_asynciomodule.c#L1311"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","1380","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L1380"", ""\Modules\_asynciomodule.c#L1380"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","1428","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L1428"", ""\Modules\_asynciomodule.c#L1428"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","1998","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L1998"", ""\Modules\_asynciomodule.c#L1998"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","2134","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L2134"", ""\Modules\_asynciomodule.c#L2134"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","2451","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L2451"", ""\Modules\_asynciomodule.c#L2451"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","2492","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L2492"", ""\Modules\_asynciomodule.c#L2492"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","2508","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L2508"", ""\Modules\_asynciomodule.c#L2508"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","2526","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L2526"", ""\Modules\_asynciomodule.c#L2526"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","2788","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L2788"", ""\Modules\_asynciomodule.c#L2788"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","2822","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L2822"", ""\Modules\_asynciomodule.c#L2822"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","3739","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L3739"", ""\Modules\_asynciomodule.c#L3739"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","3797","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L3797"", ""\Modules\_asynciomodule.c#L3797"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","3823","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L3823"", ""\Modules\_asynciomodule.c#L3823"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","3848","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L3848"", ""\Modules\_asynciomodule.c#L3848"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","4154","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L4154"", ""\Modules\_asynciomodule.c#L4154"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","4181","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L4181"", ""\Modules\_asynciomodule.c#L4181"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","knownConditionTrueFalse","style","Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false","Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false","570","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c","668","28","Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\_asynciomodule.c#L668"", ""\Modules\_asynciomodule.c#L668"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/570.html"", ""CWE: 570"")"
