version,version2,id,severity,msg,verbose,cwe,inconclusive,file,line,column,info
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2134,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2451,9,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2492,9,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2508,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2526,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2788,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2822,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3739,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3797,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3823,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3848,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,4154,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,4181,5,
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false,Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false,570,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,668,28,Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false,Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false,570,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,665,21,Assuming condition is false
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false,Condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is always false,570,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,658,24,Assuming that condition &#039;fut-&gt;fut_state!=STATE_PENDING&#039; is not redundant
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;!o&#039; is always true,Condition &#039;!o&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3154,13,Condition &#039;!o&#039; is always true
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;!o&#039; is always true,Condition &#039;!o&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3153,33,"Assignment &#039;o=future_set_exception(state,(struct FutureObj*)task,exc)&#039;, assigned value is 0"
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;!o&#039; is always true,Condition &#039;!o&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3153,33,Calling function &#039;future_set_exception&#039; returns 0
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;tmp==NULL&#039; is always true,Condition &#039;tmp==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3230,17,Condition &#039;tmp==NULL&#039; is always true
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;tmp==NULL&#039; is always true,Condition &#039;tmp==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3226,39,"Assignment &#039;tmp=future_add_done_callback(state,(struct FutureObj*)result,wrapper,task-&gt;task_context)&#039;, assigned value is 0"
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;tmp==NULL&#039; is always true,Condition &#039;tmp==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3226,39,Calling function &#039;future_add_done_callback&#039; returns 0
2,2.19.0,shadowArgument,style,Local variable &#039;exc&#039; shadows outer argument,Local variable &#039;exc&#039; shadows outer argument,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3150,19,Shadow variable
2,2.19.0,shadowArgument,style,Local variable &#039;exc&#039; shadows outer argument,Local variable &#039;exc&#039; shadows outer argument,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3053,63,Shadowed declaration
2,2.19.0,shadowArgument,style,Local variable &#039;exc&#039; shadows outer argument,Local variable &#039;exc&#039; shadows outer argument,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3139,23,Shadow variable
2,2.19.0,shadowArgument,style,Local variable &#039;exc&#039; shadows outer argument,Local variable &#039;exc&#039; shadows outer argument,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3053,63,Shadowed declaration
2,2.19.0,shadowVariable,style,Local variable &#039;res&#039; shadows outer variable,Local variable &#039;res&#039; shadows outer variable,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3210,13,Shadow variable
2,2.19.0,shadowVariable,style,Local variable &#039;res&#039; shadows outer variable,Local variable &#039;res&#039; shadows outer variable,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3188,9,Shadowed declaration
2,2.19.0,shadowVariable,style,Local variable &#039;res&#039; shadows outer variable,Local variable &#039;res&#039; shadows outer variable,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3308,17,Shadow variable
2,2.19.0,shadowVariable,style,Local variable &#039;res&#039; shadows outer variable,Local variable &#039;res&#039; shadows outer variable,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3188,9,Shadowed declaration
2,2.19.0,shadowArgument,style,Local variable &#039;exc&#039; shadows outer argument,Local variable &#039;exc&#039; shadows outer argument,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3445,19,Shadow variable
2,2.19.0,shadowArgument,style,Local variable &#039;exc&#039; shadows outer argument,Local variable &#039;exc&#039; shadows outer argument,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,3432,58,Shadowed declaration
2,2.19.0,constParameterPointer,style,Parameter &#039;fut&#039; can be declared as pointer to const,Parameter &#039;fut&#039; can be declared as pointer to const,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,401,28,
2,2.19.0,constParameterPointer,style,Parameter &#039;it&#039; can be declared as pointer to const,Parameter &#039;it&#039; can be declared as pointer to const,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,1841,48,
2,2.19.0,constParameterPointer,style,Parameter &#039;self&#039; can be declared as pointer to const,Parameter &#039;self&#039; can be declared as pointer to const,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2444,54,
2,2.19.0,constParameterPointer,style,Parameter &#039;self&#039; can be declared as pointer to const,Parameter &#039;self&#039; can be declared as pointer to const,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,2485,46,
2,2.19.0,toomanyconfigs,information,Too many #ifdef configurations - cppcheck only checks 12 of 31 configurations. Use --force to check all configurations.,Too many #ifdef configurations - cppcheck only checks 12 of 31 configurations. Use --force to check all configurations.,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_asynciomodule.c,0,,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_critical_section.h&quot; not found.,Include file: &quot;pycore_critical_section.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\_asynciomodule.c.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_modsupport.h&quot; not found.,Include file: &quot;pycore_modsupport.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\_asynciomodule.c.h,10,2,
2,2.19.0,missingInclude,information,Include file: &quot;Python.h&quot; not found.,Include file: &quot;Python.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_bisectmodule.c,10,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_call.h&quot; not found.,Include file: &quot;pycore_call.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_bisectmodule.c,11,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;unistd.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;unistd.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_bisectmodule.c,14,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;stdlib.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;stdlib.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_bisectmodule.c,15,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;stdlib.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;stdlib.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_bisectmodule.c,16,2,
